"","steps","date","interval","DateForm","Day","DayType"
"27",1.13207547169811,"2012-10-01","210",2012-10-01,"Monday","Weekday"
"28",0,"2012-10-01","215",2012-10-01,"Monday","Weekday"
"29",0,"2012-10-01","220",2012-10-01,"Monday","Weekday"
"30",0.132075471698113,"2012-10-01","225",2012-10-01,"Monday","Weekday"
"31",0,"2012-10-01","230",2012-10-01,"Monday","Weekday"
"32",0.226415094339623,"2012-10-01","235",2012-10-01,"Monday","Weekday"
"33",0,"2012-10-01","240",2012-10-01,"Monday","Weekday"
"34",0,"2012-10-01","245",2012-10-01,"Monday","Weekday"
"35",1.54716981132075,"2012-10-01","250",2012-10-01,"Monday","Weekday"
"36",0.943396226415094,"2012-10-01","255",2012-10-01,"Monday","Weekday"
"37",0,"2012-10-01","300",2012-10-01,"Monday","Weekday"
"38",0,"2012-10-01","305",2012-10-01,"Monday","Weekday"
"39",0,"2012-10-01","310",2012-10-01,"Monday","Weekday"
"40",0,"2012-10-01","315",2012-10-01,"Monday","Weekday"
"41",0.207547169811321,"2012-10-01","320",2012-10-01,"Monday","Weekday"
"42",0.622641509433962,"2012-10-01","325",2012-10-01,"Monday","Weekday"
"43",1.62264150943396,"2012-10-01","330",2012-10-01,"Monday","Weekday"
"44",0.584905660377358,"2012-10-01","335",2012-10-01,"Monday","Weekday"
"45",0.490566037735849,"2012-10-01","340",2012-10-01,"Monday","Weekday"
"46",0.0754716981132075,"2012-10-01","345",2012-10-01,"Monday","Weekday"
"47",0,"2012-10-01","350",2012-10-01,"Monday","Weekday"
"48",0,"2012-10-01","355",2012-10-01,"Monday","Weekday"
"49",1.18867924528302,"2012-10-01","400",2012-10-01,"Monday","Weekday"
"50",0.943396226415094,"2012-10-01","405",2012-10-01,"Monday","Weekday"
"51",2.56603773584906,"2012-10-01","410",2012-10-01,"Monday","Weekday"
"52",0,"2012-10-01","415",2012-10-01,"Monday","Weekday"
"53",0.339622641509434,"2012-10-01","420",2012-10-01,"Monday","Weekday"
"54",0.358490566037736,"2012-10-01","425",2012-10-01,"Monday","Weekday"
"55",4.11320754716981,"2012-10-01","430",2012-10-01,"Monday","Weekday"
"56",0.660377358490566,"2012-10-01","435",2012-10-01,"Monday","Weekday"
"57",3.49056603773585,"2012-10-01","440",2012-10-01,"Monday","Weekday"
"58",0.830188679245283,"2012-10-01","445",2012-10-01,"Monday","Weekday"
"59",3.11320754716981,"2012-10-01","450",2012-10-01,"Monday","Weekday"
"60",1.11320754716981,"2012-10-01","455",2012-10-01,"Monday","Weekday"
"61",0,"2012-10-01","500",2012-10-01,"Monday","Weekday"
"62",1.56603773584906,"2012-10-01","505",2012-10-01,"Monday","Weekday"
"63",3,"2012-10-01","510",2012-10-01,"Monday","Weekday"
"64",2.24528301886792,"2012-10-01","515",2012-10-01,"Monday","Weekday"
"65",3.32075471698113,"2012-10-01","520",2012-10-01,"Monday","Weekday"
"66",2.9622641509434,"2012-10-01","525",2012-10-01,"Monday","Weekday"
"67",2.09433962264151,"2012-10-01","530",2012-10-01,"Monday","Weekday"
"68",6.05660377358491,"2012-10-01","535",2012-10-01,"Monday","Weekday"
"69",16.0188679245283,"2012-10-01","540",2012-10-01,"Monday","Weekday"
"70",18.3396226415094,"2012-10-01","545",2012-10-01,"Monday","Weekday"
"71",39.4528301886792,"2012-10-01","550",2012-10-01,"Monday","Weekday"
"72",44.4905660377358,"2012-10-01","555",2012-10-01,"Monday","Weekday"
"73",31.4905660377358,"2012-10-01","600",2012-10-01,"Monday","Weekday"
"74",49.2641509433962,"2012-10-01","605",2012-10-01,"Monday","Weekday"
"75",53.7735849056604,"2012-10-01","610",2012-10-01,"Monday","Weekday"
"76",63.4528301886792,"2012-10-01","615",2012-10-01,"Monday","Weekday"
"77",49.9622641509434,"2012-10-01","620",2012-10-01,"Monday","Weekday"
"78",47.0754716981132,"2012-10-01","625",2012-10-01,"Monday","Weekday"
"79",52.1509433962264,"2012-10-01","630",2012-10-01,"Monday","Weekday"
"80",39.3396226415094,"2012-10-01","635",2012-10-01,"Monday","Weekday"
"81",44.0188679245283,"2012-10-01","640",2012-10-01,"Monday","Weekday"
"82",44.1698113207547,"2012-10-01","645",2012-10-01,"Monday","Weekday"
"83",37.3584905660377,"2012-10-01","650",2012-10-01,"Monday","Weekday"
"84",49.0377358490566,"2012-10-01","655",2012-10-01,"Monday","Weekday"
"85",43.811320754717,"2012-10-01","700",2012-10-01,"Monday","Weekday"
"86",44.377358490566,"2012-10-01","705",2012-10-01,"Monday","Weekday"
"87",50.5094339622642,"2012-10-01","710",2012-10-01,"Monday","Weekday"
"88",54.5094339622642,"2012-10-01","715",2012-10-01,"Monday","Weekday"
"89",49.9245283018868,"2012-10-01","720",2012-10-01,"Monday","Weekday"
"90",50.9811320754717,"2012-10-01","725",2012-10-01,"Monday","Weekday"
"91",55.6792452830189,"2012-10-01","730",2012-10-01,"Monday","Weekday"
"92",44.3207547169811,"2012-10-01","735",2012-10-01,"Monday","Weekday"
"93",52.2641509433962,"2012-10-01","740",2012-10-01,"Monday","Weekday"
"94",69.5471698113208,"2012-10-01","745",2012-10-01,"Monday","Weekday"
"95",57.8490566037736,"2012-10-01","750",2012-10-01,"Monday","Weekday"
"96",56.1509433962264,"2012-10-01","755",2012-10-01,"Monday","Weekday"
"97",73.377358490566,"2012-10-01","800",2012-10-01,"Monday","Weekday"
"98",68.2075471698113,"2012-10-01","805",2012-10-01,"Monday","Weekday"
"99",129.433962264151,"2012-10-01","810",2012-10-01,"Monday","Weekday"
"100",157.528301886792,"2012-10-01","815",2012-10-01,"Monday","Weekday"
"101",171.150943396226,"2012-10-01","820",2012-10-01,"Monday","Weekday"
"102",155.396226415094,"2012-10-01","825",2012-10-01,"Monday","Weekday"
"103",177.301886792453,"2012-10-01","830",2012-10-01,"Monday","Weekday"
"104",206.169811320755,"2012-10-01","835",2012-10-01,"Monday","Weekday"
"105",195.924528301887,"2012-10-01","840",2012-10-01,"Monday","Weekday"
"106",179.566037735849,"2012-10-01","845",2012-10-01,"Monday","Weekday"
"107",183.396226415094,"2012-10-01","850",2012-10-01,"Monday","Weekday"
"108",167.018867924528,"2012-10-01","855",2012-10-01,"Monday","Weekday"
"109",143.452830188679,"2012-10-01","900",2012-10-01,"Monday","Weekday"
"110",124.037735849057,"2012-10-01","905",2012-10-01,"Monday","Weekday"
"111",109.11320754717,"2012-10-01","910",2012-10-01,"Monday","Weekday"
"112",108.11320754717,"2012-10-01","915",2012-10-01,"Monday","Weekday"
"113",103.716981132075,"2012-10-01","920",2012-10-01,"Monday","Weekday"
"114",95.9622641509434,"2012-10-01","925",2012-10-01,"Monday","Weekday"
"115",66.2075471698113,"2012-10-01","930",2012-10-01,"Monday","Weekday"
"116",45.2264150943396,"2012-10-01","935",2012-10-01,"Monday","Weekday"
"117",24.7924528301887,"2012-10-01","940",2012-10-01,"Monday","Weekday"
"118",38.7547169811321,"2012-10-01","945",2012-10-01,"Monday","Weekday"
"119",34.9811320754717,"2012-10-01","950",2012-10-01,"Monday","Weekday"
"120",21.0566037735849,"2012-10-01","955",2012-10-01,"Monday","Weekday"
"121",40.5660377358491,"2012-10-01","1000",2012-10-01,"Monday","Weekday"
"122",26.9811320754717,"2012-10-01","1005",2012-10-01,"Monday","Weekday"
"123",42.4150943396226,"2012-10-01","1010",2012-10-01,"Monday","Weekday"
"124",52.6603773584906,"2012-10-01","1015",2012-10-01,"Monday","Weekday"
"125",38.9245283018868,"2012-10-01","1020",2012-10-01,"Monday","Weekday"
"126",50.7924528301887,"2012-10-01","1025",2012-10-01,"Monday","Weekday"
"127",44.2830188679245,"2012-10-01","1030",2012-10-01,"Monday","Weekday"
"128",37.4150943396226,"2012-10-01","1035",2012-10-01,"Monday","Weekday"
"129",34.6981132075472,"2012-10-01","1040",2012-10-01,"Monday","Weekday"
"130",28.3396226415094,"2012-10-01","1045",2012-10-01,"Monday","Weekday"
"131",25.0943396226415,"2012-10-01","1050",2012-10-01,"Monday","Weekday"
"132",31.9433962264151,"2012-10-01","1055",2012-10-01,"Monday","Weekday"
"133",31.3584905660377,"2012-10-01","1100",2012-10-01,"Monday","Weekday"
"134",29.6792452830189,"2012-10-01","1105",2012-10-01,"Monday","Weekday"
"135",21.3207547169811,"2012-10-01","1110",2012-10-01,"Monday","Weekday"
"136",25.5471698113208,"2012-10-01","1115",2012-10-01,"Monday","Weekday"
"137",28.377358490566,"2012-10-01","1120",2012-10-01,"Monday","Weekday"
"138",26.4716981132075,"2012-10-01","1125",2012-10-01,"Monday","Weekday"
"139",33.4339622641509,"2012-10-01","1130",2012-10-01,"Monday","Weekday"
"140",49.9811320754717,"2012-10-01","1135",2012-10-01,"Monday","Weekday"
"141",42.0377358490566,"2012-10-01","1140",2012-10-01,"Monday","Weekday"
"142",44.6037735849057,"2012-10-01","1145",2012-10-01,"Monday","Weekday"
"143",46.0377358490566,"2012-10-01","1150",2012-10-01,"Monday","Weekday"
"144",59.188679245283,"2012-10-01","1155",2012-10-01,"Monday","Weekday"
"145",63.8679245283019,"2012-10-01","1200",2012-10-01,"Monday","Weekday"
"146",87.6981132075472,"2012-10-01","1205",2012-10-01,"Monday","Weekday"
"147",94.8490566037736,"2012-10-01","1210",2012-10-01,"Monday","Weekday"
"148",92.7735849056604,"2012-10-01","1215",2012-10-01,"Monday","Weekday"
"149",63.3962264150943,"2012-10-01","1220",2012-10-01,"Monday","Weekday"
"150",50.1698113207547,"2012-10-01","1225",2012-10-01,"Monday","Weekday"
"151",54.4716981132075,"2012-10-01","1230",2012-10-01,"Monday","Weekday"
"152",32.4150943396226,"2012-10-01","1235",2012-10-01,"Monday","Weekday"
"153",26.5283018867925,"2012-10-01","1240",2012-10-01,"Monday","Weekday"
"154",37.7358490566038,"2012-10-01","1245",2012-10-01,"Monday","Weekday"
"155",45.0566037735849,"2012-10-01","1250",2012-10-01,"Monday","Weekday"
"156",67.2830188679245,"2012-10-01","1255",2012-10-01,"Monday","Weekday"
"157",42.3396226415094,"2012-10-01","1300",2012-10-01,"Monday","Weekday"
"158",39.8867924528302,"2012-10-01","1305",2012-10-01,"Monday","Weekday"
"159",43.2641509433962,"2012-10-01","1310",2012-10-01,"Monday","Weekday"
"160",40.9811320754717,"2012-10-01","1315",2012-10-01,"Monday","Weekday"
"161",46.2452830188679,"2012-10-01","1320",2012-10-01,"Monday","Weekday"
"162",56.4339622641509,"2012-10-01","1325",2012-10-01,"Monday","Weekday"
"163",42.7547169811321,"2012-10-01","1330",2012-10-01,"Monday","Weekday"
"164",25.1320754716981,"2012-10-01","1335",2012-10-01,"Monday","Weekday"
"165",39.9622641509434,"2012-10-01","1340",2012-10-01,"Monday","Weekday"
"166",53.5471698113208,"2012-10-01","1345",2012-10-01,"Monday","Weekday"
"167",47.3207547169811,"2012-10-01","1350",2012-10-01,"Monday","Weekday"
"168",60.811320754717,"2012-10-01","1355",2012-10-01,"Monday","Weekday"
"169",55.7547169811321,"2012-10-01","1400",2012-10-01,"Monday","Weekday"
"170",51.9622641509434,"2012-10-01","1405",2012-10-01,"Monday","Weekday"
"171",43.5849056603774,"2012-10-01","1410",2012-10-01,"Monday","Weekday"
"172",48.6981132075472,"2012-10-01","1415",2012-10-01,"Monday","Weekday"
"173",35.4716981132075,"2012-10-01","1420",2012-10-01,"Monday","Weekday"
"174",37.5471698113208,"2012-10-01","1425",2012-10-01,"Monday","Weekday"
"175",41.8490566037736,"2012-10-01","1430",2012-10-01,"Monday","Weekday"
"176",27.5094339622642,"2012-10-01","1435",2012-10-01,"Monday","Weekday"
"177",17.1132075471698,"2012-10-01","1440",2012-10-01,"Monday","Weekday"
"178",26.0754716981132,"2012-10-01","1445",2012-10-01,"Monday","Weekday"
"179",43.622641509434,"2012-10-01","1450",2012-10-01,"Monday","Weekday"
"180",43.7735849056604,"2012-10-01","1455",2012-10-01,"Monday","Weekday"
"181",30.0188679245283,"2012-10-01","1500",2012-10-01,"Monday","Weekday"
"182",36.0754716981132,"2012-10-01","1505",2012-10-01,"Monday","Weekday"
"183",35.4905660377358,"2012-10-01","1510",2012-10-01,"Monday","Weekday"
"184",38.8490566037736,"2012-10-01","1515",2012-10-01,"Monday","Weekday"
"185",45.9622641509434,"2012-10-01","1520",2012-10-01,"Monday","Weekday"
"186",47.7547169811321,"2012-10-01","1525",2012-10-01,"Monday","Weekday"
"187",48.1320754716981,"2012-10-01","1530",2012-10-01,"Monday","Weekday"
"188",65.3207547169811,"2012-10-01","1535",2012-10-01,"Monday","Weekday"
"189",82.9056603773585,"2012-10-01","1540",2012-10-01,"Monday","Weekday"
"190",98.6603773584906,"2012-10-01","1545",2012-10-01,"Monday","Weekday"
"191",102.11320754717,"2012-10-01","1550",2012-10-01,"Monday","Weekday"
"192",83.9622641509434,"2012-10-01","1555",2012-10-01,"Monday","Weekday"
"193",62.1320754716981,"2012-10-01","1600",2012-10-01,"Monday","Weekday"
"194",64.1320754716981,"2012-10-01","1605",2012-10-01,"Monday","Weekday"
"195",74.5471698113208,"2012-10-01","1610",2012-10-01,"Monday","Weekday"
"196",63.1698113207547,"2012-10-01","1615",2012-10-01,"Monday","Weekday"
"197",56.9056603773585,"2012-10-01","1620",2012-10-01,"Monday","Weekday"
"198",59.7735849056604,"2012-10-01","1625",2012-10-01,"Monday","Weekday"
"199",43.8679245283019,"2012-10-01","1630",2012-10-01,"Monday","Weekday"
"200",38.5660377358491,"2012-10-01","1635",2012-10-01,"Monday","Weekday"
"201",44.6603773584906,"2012-10-01","1640",2012-10-01,"Monday","Weekday"
"202",45.4528301886792,"2012-10-01","1645",2012-10-01,"Monday","Weekday"
"203",46.2075471698113,"2012-10-01","1650",2012-10-01,"Monday","Weekday"
"204",43.6792452830189,"2012-10-01","1655",2012-10-01,"Monday","Weekday"
"205",46.622641509434,"2012-10-01","1700",2012-10-01,"Monday","Weekday"
"206",56.3018867924528,"2012-10-01","1705",2012-10-01,"Monday","Weekday"
"207",50.7169811320755,"2012-10-01","1710",2012-10-01,"Monday","Weekday"
"208",61.2264150943396,"2012-10-01","1715",2012-10-01,"Monday","Weekday"
"209",72.7169811320755,"2012-10-01","1720",2012-10-01,"Monday","Weekday"
"210",78.9433962264151,"2012-10-01","1725",2012-10-01,"Monday","Weekday"
"211",68.9433962264151,"2012-10-01","1730",2012-10-01,"Monday","Weekday"
"212",59.6603773584906,"2012-10-01","1735",2012-10-01,"Monday","Weekday"
"213",75.0943396226415,"2012-10-01","1740",2012-10-01,"Monday","Weekday"
"214",56.5094339622642,"2012-10-01","1745",2012-10-01,"Monday","Weekday"
"215",34.7735849056604,"2012-10-01","1750",2012-10-01,"Monday","Weekday"
"216",37.4528301886792,"2012-10-01","1755",2012-10-01,"Monday","Weekday"
"217",40.6792452830189,"2012-10-01","1800",2012-10-01,"Monday","Weekday"
"218",58.0188679245283,"2012-10-01","1805",2012-10-01,"Monday","Weekday"
"219",74.6981132075472,"2012-10-01","1810",2012-10-01,"Monday","Weekday"
"220",85.3207547169811,"2012-10-01","1815",2012-10-01,"Monday","Weekday"
"221",59.2641509433962,"2012-10-01","1820",2012-10-01,"Monday","Weekday"
"222",67.7735849056604,"2012-10-01","1825",2012-10-01,"Monday","Weekday"
"223",77.6981132075472,"2012-10-01","1830",2012-10-01,"Monday","Weekday"
"224",74.2452830188679,"2012-10-01","1835",2012-10-01,"Monday","Weekday"
"225",85.3396226415094,"2012-10-01","1840",2012-10-01,"Monday","Weekday"
"226",99.4528301886792,"2012-10-01","1845",2012-10-01,"Monday","Weekday"
"227",86.5849056603774,"2012-10-01","1850",2012-10-01,"Monday","Weekday"
"228",85.6037735849057,"2012-10-01","1855",2012-10-01,"Monday","Weekday"
"229",84.8679245283019,"2012-10-01","1900",2012-10-01,"Monday","Weekday"
"230",77.8301886792453,"2012-10-01","1905",2012-10-01,"Monday","Weekday"
"231",58.0377358490566,"2012-10-01","1910",2012-10-01,"Monday","Weekday"
"232",53.3584905660377,"2012-10-01","1915",2012-10-01,"Monday","Weekday"
"233",36.3207547169811,"2012-10-01","1920",2012-10-01,"Monday","Weekday"
"234",20.7169811320755,"2012-10-01","1925",2012-10-01,"Monday","Weekday"
"235",27.3962264150943,"2012-10-01","1930",2012-10-01,"Monday","Weekday"
"236",40.0188679245283,"2012-10-01","1935",2012-10-01,"Monday","Weekday"
"237",30.2075471698113,"2012-10-01","1940",2012-10-01,"Monday","Weekday"
"238",25.5471698113208,"2012-10-01","1945",2012-10-01,"Monday","Weekday"
"239",45.6603773584906,"2012-10-01","1950",2012-10-01,"Monday","Weekday"
"240",33.5283018867925,"2012-10-01","1955",2012-10-01,"Monday","Weekday"
"241",19.622641509434,"2012-10-01","2000",2012-10-01,"Monday","Weekday"
"242",19.0188679245283,"2012-10-01","2005",2012-10-01,"Monday","Weekday"
"243",19.3396226415094,"2012-10-01","2010",2012-10-01,"Monday","Weekday"
"244",33.3396226415094,"2012-10-01","2015",2012-10-01,"Monday","Weekday"
"245",26.811320754717,"2012-10-01","2020",2012-10-01,"Monday","Weekday"
"246",21.1698113207547,"2012-10-01","2025",2012-10-01,"Monday","Weekday"
"247",27.3018867924528,"2012-10-01","2030",2012-10-01,"Monday","Weekday"
"248",21.3396226415094,"2012-10-01","2035",2012-10-01,"Monday","Weekday"
"249",19.5471698113208,"2012-10-01","2040",2012-10-01,"Monday","Weekday"
"250",21.3207547169811,"2012-10-01","2045",2012-10-01,"Monday","Weekday"
"251",32.3018867924528,"2012-10-01","2050",2012-10-01,"Monday","Weekday"
"252",20.1509433962264,"2012-10-01","2055",2012-10-01,"Monday","Weekday"
"253",15.9433962264151,"2012-10-01","2100",2012-10-01,"Monday","Weekday"
"254",17.2264150943396,"2012-10-01","2105",2012-10-01,"Monday","Weekday"
"255",23.4528301886792,"2012-10-01","2110",2012-10-01,"Monday","Weekday"
"256",19.2452830188679,"2012-10-01","2115",2012-10-01,"Monday","Weekday"
"257",12.4528301886792,"2012-10-01","2120",2012-10-01,"Monday","Weekday"
"258",8.0188679245283,"2012-10-01","2125",2012-10-01,"Monday","Weekday"
"259",14.6603773584906,"2012-10-01","2130",2012-10-01,"Monday","Weekday"
"260",16.3018867924528,"2012-10-01","2135",2012-10-01,"Monday","Weekday"
"261",8.67924528301887,"2012-10-01","2140",2012-10-01,"Monday","Weekday"
"262",7.79245283018868,"2012-10-01","2145",2012-10-01,"Monday","Weekday"
"263",8.13207547169811,"2012-10-01","2150",2012-10-01,"Monday","Weekday"
"264",2.62264150943396,"2012-10-01","2155",2012-10-01,"Monday","Weekday"
"265",1.45283018867925,"2012-10-01","2200",2012-10-01,"Monday","Weekday"
"266",3.67924528301887,"2012-10-01","2205",2012-10-01,"Monday","Weekday"
"267",4.81132075471698,"2012-10-01","2210",2012-10-01,"Monday","Weekday"
"268",8.50943396226415,"2012-10-01","2215",2012-10-01,"Monday","Weekday"
"269",7.07547169811321,"2012-10-01","2220",2012-10-01,"Monday","Weekday"
"270",8.69811320754717,"2012-10-01","2225",2012-10-01,"Monday","Weekday"
"271",9.75471698113208,"2012-10-01","2230",2012-10-01,"Monday","Weekday"
"272",2.20754716981132,"2012-10-01","2235",2012-10-01,"Monday","Weekday"
"273",0.320754716981132,"2012-10-01","2240",2012-10-01,"Monday","Weekday"
"274",0.113207547169811,"2012-10-01","2245",2012-10-01,"Monday","Weekday"
"275",1.60377358490566,"2012-10-01","2250",2012-10-01,"Monday","Weekday"
"276",4.60377358490566,"2012-10-01","2255",2012-10-01,"Monday","Weekday"
"277",3.30188679245283,"2012-10-01","2300",2012-10-01,"Monday","Weekday"
"278",2.84905660377358,"2012-10-01","2305",2012-10-01,"Monday","Weekday"
"279",0,"2012-10-01","2310",2012-10-01,"Monday","Weekday"
"280",0.830188679245283,"2012-10-01","2315",2012-10-01,"Monday","Weekday"
"281",0.962264150943396,"2012-10-01","2320",2012-10-01,"Monday","Weekday"
"282",1.58490566037736,"2012-10-01","2325",2012-10-01,"Monday","Weekday"
"283",2.60377358490566,"2012-10-01","2330",2012-10-01,"Monday","Weekday"
"284",4.69811320754717,"2012-10-01","2335",2012-10-01,"Monday","Weekday"
"285",3.30188679245283,"2012-10-01","2340",2012-10-01,"Monday","Weekday"
"286",0.641509433962264,"2012-10-01","2345",2012-10-01,"Monday","Weekday"
"287",0.226415094339623,"2012-10-01","2350",2012-10-01,"Monday","Weekday"
"288",1.07547169811321,"2012-10-01","2355",2012-10-01,"Monday","Weekday"
"289",0,"2012-10-02","0",2012-10-02,"Tuesday","Weekday"
"290",0,"2012-10-02","5",2012-10-02,"Tuesday","Weekday"
"291",0,"2012-10-02","10",2012-10-02,"Tuesday","Weekday"
"292",0,"2012-10-02","15",2012-10-02,"Tuesday","Weekday"
"293",0,"2012-10-02","20",2012-10-02,"Tuesday","Weekday"
"294",0,"2012-10-02","25",2012-10-02,"Tuesday","Weekday"
"295",0,"2012-10-02","30",2012-10-02,"Tuesday","Weekday"
"296",0,"2012-10-02","35",2012-10-02,"Tuesday","Weekday"
"297",0,"2012-10-02","40",2012-10-02,"Tuesday","Weekday"
"298",0,"2012-10-02","45",2012-10-02,"Tuesday","Weekday"
"299",0,"2012-10-02","50",2012-10-02,"Tuesday","Weekday"
"300",0,"2012-10-02","55",2012-10-02,"Tuesday","Weekday"
"301",0,"2012-10-02","100",2012-10-02,"Tuesday","Weekday"
"302",0,"2012-10-02","105",2012-10-02,"Tuesday","Weekday"
"303",0,"2012-10-02","110",2012-10-02,"Tuesday","Weekday"
"304",0,"2012-10-02","115",2012-10-02,"Tuesday","Weekday"
"305",0,"2012-10-02","120",2012-10-02,"Tuesday","Weekday"
"306",0,"2012-10-02","125",2012-10-02,"Tuesday","Weekday"
"307",0,"2012-10-02","130",2012-10-02,"Tuesday","Weekday"
"308",0,"2012-10-02","135",2012-10-02,"Tuesday","Weekday"
"309",0,"2012-10-02","140",2012-10-02,"Tuesday","Weekday"
"310",0,"2012-10-02","145",2012-10-02,"Tuesday","Weekday"
"311",0,"2012-10-02","150",2012-10-02,"Tuesday","Weekday"
"312",0,"2012-10-02","155",2012-10-02,"Tuesday","Weekday"
"313",0,"2012-10-02","200",2012-10-02,"Tuesday","Weekday"
"314",0,"2012-10-02","205",2012-10-02,"Tuesday","Weekday"
"315",0,"2012-10-02","210",2012-10-02,"Tuesday","Weekday"
"316",0,"2012-10-02","215",2012-10-02,"Tuesday","Weekday"
"317",0,"2012-10-02","220",2012-10-02,"Tuesday","Weekday"
"318",0,"2012-10-02","225",2012-10-02,"Tuesday","Weekday"
"319",0,"2012-10-02","230",2012-10-02,"Tuesday","Weekday"
"320",0,"2012-10-02","235",2012-10-02,"Tuesday","Weekday"
"321",0,"2012-10-02","240",2012-10-02,"Tuesday","Weekday"
"322",0,"2012-10-02","245",2012-10-02,"Tuesday","Weekday"
"323",0,"2012-10-02","250",2012-10-02,"Tuesday","Weekday"
"324",0,"2012-10-02","255",2012-10-02,"Tuesday","Weekday"
"325",0,"2012-10-02","300",2012-10-02,"Tuesday","Weekday"
"326",0,"2012-10-02","305",2012-10-02,"Tuesday","Weekday"
"327",0,"2012-10-02","310",2012-10-02,"Tuesday","Weekday"
"328",0,"2012-10-02","315",2012-10-02,"Tuesday","Weekday"
"329",0,"2012-10-02","320",2012-10-02,"Tuesday","Weekday"
"330",0,"2012-10-02","325",2012-10-02,"Tuesday","Weekday"
"331",0,"2012-10-02","330",2012-10-02,"Tuesday","Weekday"
"332",0,"2012-10-02","335",2012-10-02,"Tuesday","Weekday"
"333",0,"2012-10-02","340",2012-10-02,"Tuesday","Weekday"
"334",0,"2012-10-02","345",2012-10-02,"Tuesday","Weekday"
"335",0,"2012-10-02","350",2012-10-02,"Tuesday","Weekday"
"336",0,"2012-10-02","355",2012-10-02,"Tuesday","Weekday"
"337",0,"2012-10-02","400",2012-10-02,"Tuesday","Weekday"
"338",0,"2012-10-02","405",2012-10-02,"Tuesday","Weekday"
"339",0,"2012-10-02","410",2012-10-02,"Tuesday","Weekday"
"340",0,"2012-10-02","415",2012-10-02,"Tuesday","Weekday"
"341",0,"2012-10-02","420",2012-10-02,"Tuesday","Weekday"
"342",0,"2012-10-02","425",2012-10-02,"Tuesday","Weekday"
"343",0,"2012-10-02","430",2012-10-02,"Tuesday","Weekday"
"344",0,"2012-10-02","435",2012-10-02,"Tuesday","Weekday"
"345",0,"2012-10-02","440",2012-10-02,"Tuesday","Weekday"
"346",0,"2012-10-02","445",2012-10-02,"Tuesday","Weekday"
"347",0,"2012-10-02","450",2012-10-02,"Tuesday","Weekday"
"348",0,"2012-10-02","455",2012-10-02,"Tuesday","Weekday"
"349",0,"2012-10-02","500",2012-10-02,"Tuesday","Weekday"
"350",0,"2012-10-02","505",2012-10-02,"Tuesday","Weekday"
"351",0,"2012-10-02","510",2012-10-02,"Tuesday","Weekday"
"352",0,"2012-10-02","515",2012-10-02,"Tuesday","Weekday"
"353",0,"2012-10-02","520",2012-10-02,"Tuesday","Weekday"
"354",0,"2012-10-02","525",2012-10-02,"Tuesday","Weekday"
"355",0,"2012-10-02","530",2012-10-02,"Tuesday","Weekday"
"356",0,"2012-10-02","535",2012-10-02,"Tuesday","Weekday"
"357",0,"2012-10-02","540",2012-10-02,"Tuesday","Weekday"
"358",0,"2012-10-02","545",2012-10-02,"Tuesday","Weekday"
"359",0,"2012-10-02","550",2012-10-02,"Tuesday","Weekday"
"360",0,"2012-10-02","555",2012-10-02,"Tuesday","Weekday"
"361",0,"2012-10-02","600",2012-10-02,"Tuesday","Weekday"
"362",0,"2012-10-02","605",2012-10-02,"Tuesday","Weekday"
"363",0,"2012-10-02","610",2012-10-02,"Tuesday","Weekday"
"364",0,"2012-10-02","615",2012-10-02,"Tuesday","Weekday"
"365",0,"2012-10-02","620",2012-10-02,"Tuesday","Weekday"
